RegioNaam,Region code,Total population (nr.),Men (%),Women (%),<5 years old (%),5-9 years old (%),10-14 years old (%),15-19 years old (%),20-24 years old (%),25-44 years old (%),45-64 years old (%),65-79 years old (%),80+ years old  (%),Total demographic pressure (%),Green pressure (%),Grey pressure (%),Unmarried (%),Married (%),Divorced (%),Widowed (%),Dutch background (%),Migration background - any (%),Migration background - western (%),Migration background - any non-western (%),Migration background - Maroccan (%),"Migration background - former Dutch Antilles, Aruba  (%)",Migration background - Suriname (%),Migration background - Turkey (%),Migration background - remaining non-western (%),Population density (people/km2),Single person households (%),Households without children (%),Households with children (%),Average household size (people/household),Total housing stock (nr.),Newly constructed houses (%),Housing density (houses/km2),Owner-occupied houses (%),Rental houses (%),House ownership unknown (%),Average house price (x 1000EUR),Total students (nr.),Students - secondary education (%),Students - bol (%),Students - bbl (%),Students - hbo (%),Students - university (%),Companies (nr.),"Companies by type - agriculture, forestry and fishery (%)",Companies by type - industry and engery (%),Companies by type - trade and catering industry (%),"Companies by type - transport, information and comunication (%)",Companies by type - financial services and real-estate (%),Companies by type - business services (%),"Companies by type - culture, recreation and other (%)",Cattle (nr.),Sheep (nr.),Goats (nr.),Horses (nr.),Pigs (nr.),Chickens (nr.),Turkeys (nr.),Ducks for slaughter (nr.),Other poultry (nr.),Rabbits (nr.),Fur animals (nr.),Cultivated land (are),Cultivated land by type - agriculture (%),"Cultivated land by type - horticulture, open ground (%)","Cultivated land by type - horticulture, under glass (%)",Cultivated land by type - permanent grassland (%),Cultivated land by type - natural grassland (%),Cultivated land by type - temporary grassland (%),Cultivated land by type - green fodder crops (%),Cars (per 1000 inhabitants),Privately owned cars (per 1000 inhabitants),Motorcycles (per 1000 inhabitants),Mopeds (per 1000 inhabitants),Total road length (km),Road owned by municipality (%),Road owned by province (%),Road owned by state (%),Total area (km2),Districts (nr.),Neighbourhoods (nr.),Kiesgerechtigden,Opkomst,OngeldigeStemmen,BlancoStemmen,GeldigeStemmen,VVD,VVD (%),D66,D66 (%),PVV (Partij voor de Vrijheid),PVV (Partij voor de Vrijheid) (%),CDA,CDA (%),SP (Socialistische Partij),SP (Socialistische Partij) (%),Partij van de Arbeid (P.v.d.A.),Partij van de Arbeid (P.v.d.A.) (%),GROENLINKS,GROENLINKS (%),Forum voor Democratie,Forum voor Democratie (%),Partij voor de Dieren,Partij voor de Dieren (%),ChristenUnie,ChristenUnie (%),Volt,Volt (%),JA21,JA21 (%),Staatkundig Gereformeerde Partij (SGP),Staatkundig Gereformeerde Partij (SGP) (%),DENK,DENK (%),50PLUS,50PLUS (%),BBB,BBB (%),BIJ1,BIJ1 (%),CODE ORANJE,CODE ORANJE (%),NIDA,NIDA (%),Splinter,Splinter (%),Piratenpartij,Piratenpartij (%),JONG,JONG (%),Trots op Nederland (TROTS),Trots op Nederland (TROTS) (%),Lijst Henk Krol,Lijst Henk Krol (%),NLBeter,NLBeter (%),"Blanco (Zeven, A.J.L.B.)","Blanco (Zeven, A.J.L.B.) (%)",LP (Libertaire Partij),LP (Libertaire Partij) (%),OPRECHT,OPRECHT (%),JEZUS LEEFT,JEZUS LEEFT (%),DE FEESTPARTIJ (DFP),DE FEESTPARTIJ (DFP) (%),U-Buntu Connected Front,U-Buntu Connected Front (%),Vrij en Sociaal Nederland,Vrij en Sociaal Nederland (%),Partij van de Eenheid,Partij van de Eenheid (%),Wij zijn Nederland,Wij zijn Nederland (%),Partij voor de Republiek,Partij voor de Republiek (%),Modern Nederland,Modern Nederland (%),De Groenen,De Groenen (%)
Wageningen,GM0289,39664.0,0.4816962484872932,0.5183037515127067,3.9,4.1,4.3,6.2,16.2,27.4,21.7,11.9,4.2,53.1,28.4,24.7,54.5,34.0,6.8,4.8,71.9,28.1,14.0,14.2,1.0,0.4,0.7,0.6,11.5,1304.0,60.5,20.2,19.3,1.71,17721.0,0.019242706393544383,583.0,42.8,57.1,0.1,240.0,9983.0,0.1739957928478413,0.0453771411399379,0.0180306521085845,0.0657117099068416,0.6968847039967946,3005.0,0.021630615640599003,0.1014975041597337,0.1797004991680532,0.0898502495840266,0.0898502495840266,0.3810316139767055,0.1381031613976705,1199.0,1131.0,13.0,80.0,0.0,45596.0,0.0,0.0,0.0,0.0,0.0,85027.0,31.5,3.1,0.0,39.2,12.0,5.1,9.1,343.0,329.0,22.0,42.0,203.0,0.9605911330049262,0.0394088669950738,0.0,32.36,12.0,33.0,28607,24499,40,30,24429,3155,0.129149781,5522,0.226042818,1247,0.051045888,1443,0.059069139,1173,0.048016701,1797,0.073560113,3484,0.142617381,622,0.025461542,1457,0.059642228,1016,0.041589914,1951,0.079864096,331,0.01354947,192,0.007859511,158,0.006467723,124,0.005075934,82.0,0.003356666,303,0.012403291,46,0.001883008,43,0.001760203,59.0,0.002415162,75,0.003070122,32.0,0.001309919,20.0,0.000818699,4.0,0.00016374,18.0,0.000736829,40.0,0.001637398,18,0.000736829,4.0,0.00016374,6.0,0.00024561,0.0,0,7.0,0.000286545,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
Westervoort,GM0293,14971.0,0.4926190635228107,0.5073809364771892,4.8,4.8,5.3,5.6,4.8,22.7,31.8,16.2,4.0,68.5,34.5,34.0,32.4,50.7,11.0,5.9,81.4,18.6,9.3,9.4,0.7,0.6,1.1,1.6,5.3,2130.0,30.4,33.8,35.8,2.21,6723.0,0.003272348653874758,956.0,58.8,41.0,0.2,219.0,1667.0,0.4523095380923815,0.2003599280143971,0.0821835632873425,0.2075584883023395,0.0575884823035392,980.0,0.01020408163265306,0.1938775510204081,0.1938775510204081,0.1020408163265306,0.0714285714285714,0.2551020408163265,0.1683673469387755,0.0,244.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14033.0,0.1,0.8,0.0,87.3,1.6,7.2,3.0,496.0,484.0,47.0,89.0,70.0,1.0,0.0,0.0,7.84,1.0,6.0,11913,9293,11,20,9262,2080,0.224573526,1353,0.14608076,1316,0.142085943,871,0.094040164,794,0.085726625,620,0.066940186,430,0.046426258,445,0.048045778,357,0.038544591,185,0.019974088,149,0.016087238,218,0.023537033,23,0.002483265,73,0.007881667,73,0.007881667,37.0,0.003994818,24,0.002591233,52,0.005614338,13,0.001403585,43.0,0.004642626,13,0.001403585,12.0,0.001295616,18.0,0.001943425,12.0,0.001295616,11.0,0.001187648,15.0,0.001619521,12,0.001295616,3.0,0.000323904,8.0,0.000863744,0.0,0,2.0,0.000215936,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
Winterswijk,GM0294,28854.0,0.4997573993207181,0.500242600679282,4.0,4.6,5.7,6.5,5.3,20.5,29.9,17.5,6.0,79.3,37.2,42.0,34.5,49.9,8.1,7.5,85.1,14.9,8.7,6.2,0.6,0.1,0.2,1.6,3.7,209.0,33.7,33.0,33.3,2.22,13139.0,0.006469289900296826,95.0,70.1,29.7,0.1,206.0,3546.0,0.4644670050761421,0.2267343485617597,0.0676818950930626,0.1937394247038917,0.0473773265651438,2635.0,0.12333965844402277,0.174573055028463,0.2599620493358633,0.0417457305502846,0.1043643263757115,0.1840607210626186,0.111954459203036,14756.0,3274.0,2235.0,823.0,39986.0,90111.0,0.0,0.0,0.0,0.0,0.0,752340.0,11.0,0.9,0.0,47.3,1.9,18.6,20.3,504.0,484.0,43.0,56.0,518.0,0.9247104247104247,0.0752895752895752,0.0,138.82,2.0,17.0,22952,18370,28,36,18306,4195,0.229159838,2808,0.15339233,1600,0.087403037,2318,0.12662515,1312,0.071670491,1431,0.078171091,721,0.039385994,867,0.047361521,427,0.023325686,347,0.018955534,242,0.013219709,401,0.021905386,60,0.003277614,145,0.0079209,152,0.008303289,958.0,0.052332569,24,0.001311046,65,0.003550748,9,0.000491642,58.0,0.00316836,30,0.001638807,22.0,0.001201792,43.0,0.002348957,16.0,0.00087403,11.0,0.000600896,19.0,0.001037911,10,0.000546269,7.0,0.000382388,8.0,0.000437015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
Wijchen,GM0296,41110.0,0.4946241790318657,0.5053758209681343,4.3,5.0,5.9,6.5,5.3,21.0,30.6,16.7,4.6,75.7,38.2,37.5,33.9,50.8,9.0,6.2,87.4,12.6,7.6,5.0,0.4,0.5,0.5,0.7,2.8,621.0,30.4,32.7,36.9,2.29,18023.0,0.009487876602119513,272.0,67.5,32.2,0.4,262.0,5281.0,0.4709335353152812,0.1798901723158492,0.0628668812724862,0.2088619579625071,0.0774474531338761,3805.0,0.03942181340341656,0.2010512483574244,0.2076215505913272,0.0696452036793692,0.1064388961892247,0.2417871222076215,0.1353482260183968,8141.0,678.0,4088.0,192.0,39755.0,30377.0,0.0,0.0,0.0,14500.0,2800.0,386989.0,27.1,4.7,0.1,38.1,4.7,9.2,16.0,530.0,505.0,39.0,64.0,372.0,0.913978494623656,0.0698924731182795,0.0161290322580645,69.56,9.0,60.0,32747,26649,45,36,26568,7542,0.283875339,4067,0.153078892,3164,0.119090635,2849,0.107234267,2056,0.077386329,1339,0.050398976,1043,0.039257754,1101,0.041440831,791,0.029772659,256,0.009635652,484,0.018217404,732,0.027551942,23,0.000865703,149,0.005608251,325,0.012232761,193.0,0.007264378,63,0.002371274,64,0.002408913,22,0.000828064,73.0,0.002747666,39,0.001467931,45.0,0.001693767,39.0,0.001467931,26.0,0.000978621,24.0,0.000903342,21.0,0.000790425,5,0.000188196,6.0,0.000225836,6.0,0.000225836,21.0,0.000790425,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
Zaltbommel,GM0297,28881.0,0.5048301651604862,0.4951698348395139,5.8,5.8,6.7,6.9,6.3,23.0,27.3,13.9,4.2,76.7,44.6,32.1,33.1,53.5,7.7,5.6,86.1,13.9,7.9,6.0,2.9,0.2,0.2,0.1,2.5,364.0,30.6,30.9,38.5,2.41,11623.0,0.020132495913275403,146.0,67.3,32.6,0.1,267.0,3649.0,0.5094546451082488,0.1704576596327761,0.0912578788709235,0.1696355165798849,0.0591942998081666,3295.0,0.09256449165402124,0.2048558421851289,0.2048558421851289,0.0728376327769347,0.0925644916540212,0.2488619119878604,0.0834597875569044,7854.0,6769.0,1437.0,252.0,6696.0,208683.0,0.0,0.0,0.0,5955.0,0.0,397353.0,7.2,3.4,7.6,49.5,12.2,8.6,11.5,523.0,483.0,38.0,67.0,337.0,0.8961424332344213,0.0741839762611275,0.029673590504451,89.04,4.0,27.0,21513,17802,24,15,17763,3755,0.211394472,1963,0.110510612,1765,0.099363846,1716,0.096605303,815,0.045881889,762,0.042898159,617,0.034735124,808,0.045487812,459,0.02584023,1182,0.066542814,310,0.017452007,370,0.020829815,2520,0.141867928,220,0.012385295,129,0.007262287,81.0,0.004560041,32,0.001801497,59,0.003321511,21,0.001182233,46.0,0.002589653,14,0.000788155,25.0,0.00140742,35.0,0.001970388,16.0,0.000900749,10.0,0.000562968,7.0,0.000394078,4,0.000225187,7.0,0.000394078,10.0,0.000562968,5.0,0.000281484,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
Zevenaar,GM0299,43750.0,0.4928,0.5072,4.2,5.0,5.1,5.7,4.8,21.4,29.3,19.0,5.5,79.9,36.0,43.9,32.7,50.3,9.6,7.4,85.1,14.9,10.0,4.9,0.1,0.3,0.6,1.4,2.4,472.0,32.9,33.9,33.2,2.18,19970.0,0.01256885327991988,216.0,63.4,36.5,0.1,212.0,4846.0,0.4451093685513825,0.2319438712340074,0.0676846884028064,0.2063557573256293,0.0489063144861741,3520.0,0.046875,0.1647727272727272,0.2386363636363636,0.0752840909090909,0.1079545454545454,0.2386363636363636,0.1292613636363636,9878.0,404.0,2232.0,624.0,54326.0,18538.0,0.0,0.0,0.0,0.0,0.0,564025.0,15.2,1.3,0.0,49.1,8.5,12.4,13.6,542.0,513.0,52.0,76.0,433.0,0.8960739030023095,0.0646651270207852,0.0369515011547344,106.1,12.0,40.0,35565,27903,28,40,27835,7490,0.269085683,3717,0.133536914,3591,0.129010239,3243,0.116507994,2079,0.074690138,1656,0.059493444,1061,0.038117478,1373,0.049326388,880,0.031614873,297,0.01067002,366,0.013148913,658,0.023639303,29,0.001041854,180,0.006466679,382,0.013723729,281.0,0.010095204,56,0.002011856,125,0.004490749,12,0.000431112,72.0,0.002586671,54,0.001940004,50.0,0.0017963,59.0,0.002119634,28.0,0.001005928,26.0,0.000934076,25.0,0.00089815,10,0.00035926,25.0,0.00089815,9.0,0.000323334,0.0,0,1.0,3.5926E-05,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
Zutphen,GM0301,47934.0,0.4902157132724162,0.5097842867275838,4.1,4.9,5.9,6.7,5.0,21.4,29.9,17.3,4.8,77.5,38.3,39.2,36.8,45.1,12.0,6.0,81.9,18.1,8.6,9.5,0.7,0.4,0.6,3.1,4.6,1170.0,39.0,29.1,32.0,2.1,22267.0,0.016212332150716307,544.0,56.1,43.8,0.1,216.0,5911.0,0.4924716630011842,0.1959059380815428,0.07426831331416,0.181695144645576,0.0556589409575368,3885.0,0.015444015444015444,0.1261261261261261,0.2316602316602316,0.0772200772200772,0.0849420849420849,0.3037323037323037,0.1595881595881595,2879.0,622.0,18.0,199.0,1608.0,34022.0,0.0,0.0,0.0,0.0,0.0,140382.0,4.5,0.6,0.6,60.6,1.7,15.4,16.5,450.0,435.0,35.0,60.0,285.0,0.8491228070175438,0.1473684210526315,0.0,42.93,6.0,31.0,37888,30290,51,39,30200,5256,0.174039735,5354,0.177284768,2530,0.083774834,2121,0.070231788,2382,0.078874172,2453,0.081225166,2402,0.079536424,1362,0.045099338,2186,0.072384106,889,0.029437086,766,0.025364238,515,0.01705298,119,0.003940397,517,0.017119205,270,0.008940397,323.0,0.010695364,149,0.004933775,101,0.003344371,41,0.001357616,111.0,0.003675497,62,0.00205298,38.0,0.001258278,53.0,0.001754967,25.0,0.000827815,27.0,0.00089404,95.0,0.003145695,19,0.000629139,12.0,0.000397351,19.0,0.000629139,0.0,0,3.0,9.93377E-05,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
Nunspeet,GM0302,27851.0,0.4957452156116477,0.5042547843883523,6.0,6.0,6.2,6.6,6.1,22.0,26.6,15.2,5.2,83.0,45.5,37.5,29.2,57.5,6.8,6.5,92.9,7.1,3.6,3.5,0.3,0.1,0.2,0.2,2.7,216.0,28.6,32.2,39.2,2.49,10957.0,0.02336405950533905,85.0,65.3,34.1,0.6,300.0,3343.0,0.4726293748130422,0.1920430750822614,0.1032007179180376,0.1839664971582411,0.0481603350284175,2800.0,0.0625,0.2089285714285714,0.2321428571428571,0.0678571428571428,0.1285714285714285,0.2142857142857142,0.0857142857142857,26042.0,1048.0,1089.0,200.0,785.0,38853.0,0.0,0.0,0.0,0.0,0.0,216579.0,5.2,0.4,0.0,58.9,11.0,10.1,14.4,506.0,479.0,39.0,60.0,330.0,0.9,0.0515151515151515,0.0484848484848484,129.53,2.0,14.0,21497,18508,21,14,18473,3045,0.164835165,1106,0.059871163,1764,0.095490716,2252,0.121907649,460,0.024901207,394,0.021328425,309,0.016727115,850,0.0460131,330,0.017863909,2491,0.13484545,131,0.007091431,368,0.019920966,4427,0.239647052,49,0.00265252,102,0.005521572,199.0,0.010772479,29,0.001569859,25,0.001353326,3,0.000162399,29.0,0.001569859,21,0.001136794,18.0,0.000974395,15.0,0.000811996,10.0,0.000541331,8.0,0.000433064,13.0,0.00070373,5,0.000270665,3.0,0.000162399,16.0,0.000866129,0.0,0,1.0,5.41331E-05,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
Dronten,GM0303,41555.0,0.5013115148598243,0.4986884851401756,4.9,5.6,6.2,7.1,6.1,23.3,28.8,13.6,4.3,71.7,40.9,30.8,33.1,53.1,8.6,5.1,82.4,17.6,8.5,9.1,1.1,0.6,0.9,1.5,5.0,125.0,30.4,33.3,36.3,2.32,17390.0,0.019838987924094307,52.0,66.6,33.2,0.2,234.0,5691.0,0.4273414162713055,0.2194693375505183,0.055350553505535,0.2518010894394658,0.0460376032331751,4055.0,0.15166461159062886,0.1516646115906288,0.2157829839704069,0.0690505548705302,0.096177558569667,0.2120838471023428,0.1035758323057953,19000.0,765.0,60.0,226.0,4815.0,612150.0,14677.0,93458.0,0.0,0.0,0.0,2375774.0,73.4,7.4,0.0,4.5,1.0,9.4,4.3,520.0,498.0,45.0,50.0,645.0,0.772093023255814,0.2155038759689922,0.0124031007751937,423.89,7.0,42.0,31359,25409,27,37,25345,6225,0.245610574,2865,0.113040047,2654,0.104714934,3334,0.131544683,1375,0.054251332,981,0.038705859,877,0.034602486,1611,0.063562833,710,0.028013415,1649,0.065062142,361,0.014243441,857,0.033813375,335,0.013217597,228,0.008995857,242,0.009548234,548.0,0.021621622,61,0.002406786,109,0.004300651,29,0.00114421,98.0,0.00386664,51,0.002012231,32.0,0.001262576,0.0,0,33.0,0.001302032,21.0,0.000828566,0.0,0,7,0.000276189,22.0,0.000868021,25.0,0.000986388,0.0,0,1.0,3.94555E-05,0.0,0,4.0,0.000157822,0.0,0,0.0,0,0.0,0,0.0,0
Amersfoort,GM0307,157276.0,0.4937434827945777,0.5062565172054223,5.6,6.1,6.4,6.5,5.5,26.7,28.1,11.5,3.6,65.9,40.9,25.0,39.9,45.5,9.9,4.7,74.9,25.1,8.9,16.1,3.3,1.2,1.1,4.0,6.6,2512.0,36.7,26.4,36.9,2.24,67722.0,0.012905702725849798,1081.0,58.4,41.3,0.2,305.0,20934.0,0.4858603229196522,0.1610776726855832,0.0462883347664087,0.2161555364478838,0.0906181331804719,15745.0,0.005398539218799619,0.1044776119402985,0.1778342330898698,0.1124166402032391,0.0952683391552873,0.3620196887900921,0.1429025087329311,4545.0,2046.0,1609.0,824.0,10014.0,111750.0,0.0,0.0,0.0,0.0,0.0,142716.0,2.2,0.1,0.0,72.1,4.9,7.6,13.1,742.0,396.0,36.0,75.0,680.0,0.9073529411764706,0.0191176470588235,0.0735294117647058,63.86,31.0,146.0,118081,97185,191,148,96846,19713,0.203549966,19471,0.201051153,6623,0.068386924,6830,0.070524338,4682,0.048344795,4942,0.051029469,7183,0.0741693,3522,0.036367016,4480,0.046259009,6127,0.06326539,3335,0.034436115,1813,0.018720443,860,0.008880078,3413,0.035241517,763,0.007878487,268.0,0.00276728,732,0.007558392,256,0.002643372,558,0.005761725,347.0,0.003583008,224,0.00231295,174.0,0.001796667,138.0,0.001424943,70.0,0.000722797,91.0,0.000939636,0.0,0,53,0.000547261,43.0,0.000444004,40.0,0.000413027,45.0,0.000464655,22.0,0.000227165,28.0,0.000289119,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
Baarn,GM0308,24868.0,0.4837140099726556,0.5162859900273444,4.8,5.4,5.5,5.8,4.3,21.0,29.2,17.4,6.6,83.2,39.3,43.9,36.4,45.5,10.5,7.6,81.5,18.5,9.8,8.6,0.9,0.5,0.6,1.9,4.7,764.0,38.0,29.3,32.7,2.14,11679.0,9.42E+11,359.0,61.2,38.6,0.2,362.0,2693.0,0.5265503156331229,0.1347939101373932,0.0512439658373561,0.1942072038618641,0.0932046045302636,3130.0,0.009584664536741214,0.1293929712460063,0.1613418530351437,0.0894568690095846,0.1261980830670926,0.3626198083067092,0.1230031948881789,1351.0,239.0,1464.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58797.0,0.7,2.3,0.0,87.6,1.2,3.2,5.1,497.0,465.0,38.0,65.0,187.0,0.8716577540106952,0.0802139037433155,0.053475935828877,33.01,5.0,21.0,19355,15847,31,31,15785,3994,0.253025024,2927,0.185429205,1302,0.08248337,1426,0.090338929,630,0.039911308,814,0.051567944,898,0.056889452,684,0.043332277,764,0.04840038,587,0.037187203,458,0.029014888,433,0.027431105,143,0.009059233,217,0.013747228,138,0.008742477,39.0,0.0024707,54,0.003420969,44,0.002787456,22,0.001393728,53.0,0.003357618,32,0.002027241,18.0,0.001140323,22.0,0.001393728,14.0,0.000886918,26.0,0.001647133,0.0,0,19,0.001203674,7.0,0.000443459,4.0,0.000253405,8.0,0.00050681,6.0,0.000380108,2.0,0.000126703,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
De Bilt,GM0310,43137.0,0.4810719336068804,0.5189280663931196,4.9,5.7,6.1,6.6,4.3,19.5,28.8,16.6,7.4,90.2,44.4,45.8,35.3,47.8,9.2,7.7,81.7,18.3,9.7,8.6,2.4,0.4,0.8,0.4,4.6,652.0,37.1,28.9,34.0,2.2,19577.0,0.006640445420646677,296.0,60.4,39.0,0.6,421.0,5419.0,0.5277726517807714,0.1116442147997785,0.0363535707695146,0.1808451743864181,0.1433843882635172,4865.0,0.024665981500513873,0.105858170606372,0.1336073997944501,0.0863309352517985,0.1336073997944501,0.394655704008222,0.1212744090441932,5711.0,1321.0,418.0,356.0,932.0,67107.0,0.0,0.0,0.0,0.0,0.0,233162.0,6.9,1.0,0.0,63.9,3.9,11.0,13.3,495.0,464.0,35.0,58.0,249.0,0.8554216867469879,0.0843373493975903,0.0642570281124498,67.13,10.0,24.0,33103,28486,40,55,28391,6859,0.241590645,5898,0.20774189,1806,0.063611708,2271,0.079990138,1147,0.040400127,1594,0.056144553,1973,0.069493854,876,0.030854848,1514,0.053326758,1020,0.035926878,967,0.034060089,553,0.019478004,773,0.027226938,305,0.010742841,203,0.007150153,90.0,0.003170019,155,0.005459477,43,0.001514564,65,0.002289458,79.0,0.002782572,49,0.001725899,22.0,0.000774893,28.0,0.000986228,22.0,0.000774893,23.0,0.000810116,0.0,0,12,0.000422669,9.0,0.000317002,6.0,0.000211335,11.0,0.000387447,2.0,7.04449E-05,16.0,0.000563559,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
Bunnik,GM0312,15191.0,0.49542492265157,0.50457507734843,5.5,6.1,6.4,6.3,4.4,19.6,29.3,16.2,6.2,87.7,45.6,42.0,33.7,52.7,7.2,6.4,86.8,13.2,7.6,5.6,0.6,0.5,0.6,0.2,3.7,411.0,30.6,32.1,37.3,2.34,6392.0,0.012984981226533167,173.0,75.1,24.7,0.2,379.0,1923.0,0.5215808632345293,0.1242849713988559,0.0348413936557462,0.1846073842953718,0.1346853874154966,1775.0,0.056338028169014086,0.1380281690140845,0.1380281690140845,0.0788732394366197,0.0929577464788732,0.3633802816901408,0.1295774647887324,6988.0,1343.0,1112.0,94.0,8169.0,36569.0,0.0,0.0,0.0,0.0,0.0,242880.0,4.6,9.9,0.0,58.5,2.0,8.4,16.6,480.0,446.0,35.0,62.0,146.0,0.7671232876712328,0.1712328767123287,0.0684931506849315,37.57,3.0,8.0,11614,10322,6,9,10307,2453,0.237993597,2254,0.21868633,637,0.061802658,1100,0.106723586,367,0.035606869,587,0.056951586,940,0.091200155,225,0.021829824,449,0.043562627,336,0.032599204,305,0.02959154,174,0.016881731,145,0.014068109,31,0.003007665,91,0.008828951,67.0,0.006500437,46,0.004462986,13,0.001261279,0,0,18.0,0.001746386,18,0.001746386,9.0,0.000873193,14.0,0.0013583,4.0,0.000388086,5.0,0.000485107,0.0,0,2,0.000194043,0.0,0,3.0,0.000291064,7.0,0.00067915,1.0,9.70214E-05,6.0,0.000582129,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
Bunschoten,GM0313,21866.0,0.4983993414433367,0.5016006585566634,6.3,6.5,6.7,6.6,6.3,26.1,25.1,13.0,3.5,73.9,45.3,28.7,28.5,60.9,5.6,5.0,88.3,11.7,6.3,5.3,0.2,0.2,0.2,1.8,2.9,720.0,25.8,30.1,44.1,2.58,8536.0,0.01253514526710403,281.0,74.7,24.1,1.2,314.0,2845.0,0.4660808435852372,0.155360281195079,0.1328646748681898,0.1978910369068541,0.0478031634446397,2335.0,0.032119914346895075,0.2077087794432548,0.2933618843683083,0.0492505353319057,0.1177730192719486,0.1862955032119914,0.1156316916488222,6098.0,756.0,8.0,244.0,14372.0,0.0,0.0,0.0,0.0,0.0,0.0,236667.0,0.6,0.0,0.0,85.2,3.9,3.3,7.1,449.0,408.0,27.0,86.0,131.0,0.9236641221374046,0.0687022900763358,0.0,34.81,1.0,10.0,16079,13761,17,23,13721,2106,0.153487355,570,0.041542162,1953,0.142336564,2605,0.189854967,204,0.014867721,136,0.009911814,124,0.009037242,954,0.06952846,118,0.008599956,3014,0.21966329,77,0.005611836,367,0.026747322,1121,0.081699585,87,0.006340646,46,0.003352525,83.0,0.006049122,10,0.00072881,24,0.001749144,4,0.000291524,9.0,0.000655929,11,0.000801691,11.0,0.000801691,20.0,0.00145762,5.0,0.000364405,1.0,7.2881E-05,0.0,0,2,0.000145762,5.0,0.000364405,52.0,0.003789811,1.0,7.2881E-05,0.0,0,1.0,7.2881E-05,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
Eemnes,GM0317,9247.0,0.4943224829674489,0.5056775170325511,4.5,5.2,6.3,7.1,5.1,19.4,31.7,16.2,4.4,77.6,41.0,36.6,34.5,49.5,10.7,5.3,86.0,14.0,7.6,6.4,0.5,0.6,0.6,0.5,4.3,298.0,30.8,30.8,38.4,2.32,4008.0,0.01971057884231537,129.0,71.2,27.3,1.5,378.0,1217.0,0.5086277732128184,0.1585866885784716,0.0632703368940016,0.19063270336894,0.0788824979457682,1265.0,0.05138339920948617,0.1857707509881423,0.1581027667984189,0.0711462450592885,0.1106719367588932,0.3122529644268774,0.1106719367588932,2498.0,932.0,10.0,424.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,161273.0,5.0,0.4,0.0,72.4,13.7,3.4,5.1,557.0,525.0,56.0,108.0,127.0,0.7559055118110236,0.0078740157480314,0.2362204724409448,33.7,1.0,10.0,7315,6321,12,10,6299,1934,0.307032862,998,0.158437847,600,0.095253215,636,0.100968408,263,0.041752659,299,0.047467852,221,0.035084934,277,0.043975234,271,0.043022702,176,0.027940943,157,0.024924591,217,0.034449913,34,0.005397682,6,0.000952532,47,0.007461502,58.0,0.009207811,18,0.002857596,17,0.002698841,1,0.000158755,14.0,0.002222575,16,0.002540086,8.0,0.001270043,11.0,0.001746309,4.0,0.000635021,6.0,0.000952532,0.0,0,1,0.000158755,2.0,0.000317511,1.0,0.000158755,3.0,0.000476266,0.0,0,3.0,0.000476266,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
